scenario,degradation,level,level_order,dataset,precision_mean,precision_std,recall_mean,recall_std,mAP50_mean,mAP50_std,mAP50_95_mean,mAP50_95_std,preprocess_ms_mean,preprocess_ms_std,inference_ms_mean,inference_ms_std,postprocess_ms_mean,postprocess_ms_std,total_ms_mean,total_ms_std,fps_mean,fps_std,elapsed_seconds_mean,elapsed_seconds_std,drop_mAP50_percent,drop_mAP50_95_percent,fps_change_percent
gpu_int8,combined,light,1,combined_light,0.8179731363167645,0.0,0.8614344192967365,0.0,0.9021413829153113,0.0,0.7575501107005344,0.0,1.2918669493937995,0.06584112938738797,4.204529132539575,0.4477697269246393,0.34325938916309723,0.017850882935539738,5.839655471096471,0.5230170978245964,172.2130889363414,16.248241683622716,9.64038634300232,0.8909643627638155,3.5607775184371535,5.79584127122101,-5.498567002299746
gpu_int8,combined,medium,2,combined_medium,0.7070219511570386,0.0,0.6390600007387984,0.0,0.7205195768217173,0.0,0.5475915817275469,0.0,1.288849546585423,0.046369444114493424,4.284937542967918,0.4269081752264569,0.3440698606422061,0.012988016012134129,5.917856950195547,0.4837547490994141,169.77373925536168,14.563379778709546,9.689820448557535,0.8301496351389477,22.97621072776555,31.904961064685132,-6.837153063666306
gpu_int8,combined,heavy,3,combined_heavy,0.43527105024138507,0.0,0.12212421930754608,0.0,0.12710274501117128,0.0,0.07292086991843218,0.0,1.3105299782956905,0.05839818912360143,4.201318445381134,0.3275553529757906,0.34408273091268865,0.010180963949913002,5.855931154589513,0.39175485938717064,171.27927218823524,11.493888659641357,9.541672070821127,0.5582352150096068,86.4126730728853,90.93202006388171,-6.010996234005267
gpu_int8,gaussian_blur,light,1,gaussian_blur_light,0.9111316364542188,0.0,0.8496529487895471,0.0,0.9183375572963551,0.0,0.78683025893107,0.0,1.2363707598385545,0.07156375157144196,4.007149906025795,0.512679257672561,0.3262590056236142,0.0143021161007778,5.569779671487964,0.5971326263201148,181.01799578483812,20.67541901335539,9.239599466323853,0.944794960564509,1.829400935937223,2.1547465204581324,-0.666899910480826
gpu_int8,gaussian_blur,medium,2,gaussian_blur_medium,0.885160432857265,0.0,0.8277690110699493,0.0,0.8903329101751702,0.0,0.7480057530889145,0.0,1.2279785044188156,0.07960366671932997,3.947865851006578,0.49291188997547675,0.3283506305297306,0.018898612503072773,5.504194985955124,0.5875592476838317,183.14975957925265,20.667892146387302,9.09726881980896,0.9394837898853915,4.823107294368561,6.982717448399336,0.502899287878918
gpu_int8,gaussian_blur,heavy,3,gaussian_blur_heavy,0.9045575585741988,0.0,0.7456976377342096,0.0,0.8870791824205587,0.0,0.7248181987787783,0.0,1.245273346588633,0.04942515948058277,4.008425476705493,0.3088300513518451,0.33304677309063274,0.008586759011489519,5.586745596384758,0.364446812548152,179.489174391016,11.363883103091524,9.277434428532919,0.5400545196506209,5.170931904528223,9.866175606361049,-1.505836215532161
gpu_int8,jpeg_compression,light,1,jpeg_compression_light,0.8729381786881008,0.0,0.8975638762461614,0.0,0.9344103520410755,0.0,0.7952145538510432,0.0,1.2654379967949556,0.060812453259291334,4.053869863862593,0.45553272471939116,0.3312011156646099,0.015738404915645755,5.6505089763221585,0.531837120637887,178.08678058441603,17.715399143102395,9.41277583440145,0.8343875575860923,0.11121367877191192,1.1121284304948582,-2.275395748836777
gpu_int8,jpeg_compression,medium,2,jpeg_compression_medium,0.8707140569750392,0.0,0.8522574775721816,0.0,0.9083748763111515,0.0,0.7699517482344933,0.0,1.2813753385397646,0.0652891443777817,4.121421052594774,0.5793358030507024,0.33090268915690235,0.013300268364021874,5.733699080291441,0.6572453242934281,176.04571189667868,21.447610084329877,9.505014340082804,1.0130559226884974,2.8944149417685896,4.253651765545279,-3.3954262704959923
gpu_int8,jpeg_compression,heavy,3,jpeg_compression_heavy,0.8888511745802176,0.0,0.8423088650259937,0.0,0.920816621002182,0.0,0.7670470607062715,0.0,1.2776954807159346,0.05453690300348432,4.078300712449365,0.3943528520139383,0.34574595503223265,0.015368285706704956,5.701742148197532,0.4547934736543974,176.1520310932021,14.435014201023467,9.58879311879476,0.9085666398628919,1.564388177626981,4.614860405212791,-3.3370839198147255
gpu_int8,low_light,light,1,low_light_light,0.8713330186365799,0.0,0.8834321987481178,0.0,0.9344102707423176,0.0,0.7969907346365336,0.0,1.2733008963842882,0.060984234830296816,4.142640474290887,0.3636383852399255,0.3428495859364021,0.014749399726778585,5.758790956611577,0.4286343004186513,174.28314289208637,12.819576733668937,9.559223969777426,0.6050297101415987,0.11122236963693928,0.891253779057463,-4.362630898901874
gpu_int8,low_light,medium,2,low_light_medium,0.8626638400446858,0.0,0.8994504233176549,0.0,0.933442221253304,0.0,0.8022050375687061,0.0,1.291362634152122,0.04779702229887138,4.0605541156691904,0.4019675210850822,0.33674418875205037,0.009124923090184396,5.6886609385733635,0.45873934362431834,176.53184177914216,13.839783372292526,9.402477900187174,0.6975240636691304,0.2147071912094278,0.24283591977145763,-3.1286639076608216
gpu_int8,low_light,heavy,3,low_light_heavy,0.8366387179945584,0.0,0.8299938487051532,0.0,0.9002848662126398,0.0,0.7644488161871125,0.0,1.2758254895644827,0.04554720597058198,4.142224334530595,0.3187928930874884,0.32596943012621815,0.014617114274865069,5.744019254221295,0.35010277443891863,174.53553781188737,10.867593050907452,9.506672382354736,0.5395365236679398,3.759239789119267,4.93796172305524,-4.224129918808833
gpu_int8,motion_blur,light,1,motion_blur_light,0.8526107293020054,0.0,0.8344556377524764,0.0,0.8972129987083401,0.0,0.7578056823174325,0.0,1.224476519682976,0.040805259204335725,3.8971610429717223,0.36084411813705497,0.3285995421745713,0.019256554367527136,5.45023710482927,0.4208416464036453,184.17923078919839,13.617403382907858,9.128432114919027,0.5482803983527732,4.08762347630109,5.764059995204061,1.0678186280442334
gpu_int8,motion_blur,medium,2,motion_blur_medium,0.725789278693295,0.0,0.728604791515712,0.0,0.7707737698172715,0.0,0.6240064954710411,0.0,1.2424240562134778,0.09649014105346929,4.106108554606911,0.5895764124282358,0.3266124309323872,0.01640025641819856,5.675145041752775,0.7000845736633413,177.92084072252737,20.8636485019588,9.659181118011475,1.1037133970878603,17.604020303169303,22.40248385313634,-2.3664547666894533
gpu_int8,motion_blur,heavy,3,motion_blur_heavy,0.6807838867983227,0.0,0.49381623750244225,0.0,0.5214984470712496,0.0,0.372392690642781,0.0,1.2557925265004504,0.10807339566127976,3.9413102429677225,0.4505555868992862,0.3295322124475673,0.013642637192119339,5.52663498191574,0.5572569815661833,182.23784163763426,19.289986839352885,9.174144744873047,0.766531966856483,44.25163758881126,53.69159129775718,0.002486962709453131
gpu_int8,original,baseline,0,original,0.8963520100241514,0.0,0.8660765626746049,0.0,0.9354507011789542,0.0,0.8041578216112298,0.0,1.2175451293122783,0.0637186620025226,3.966787388751427,0.40906007461987837,0.3328058522140098,0.013692432283655673,5.517138370277716,0.4828184370736237,182.23330956318122,16.79632795693761,9.264388958613077,0.8682207484419439,0.0,0.0,0.0
