scenario,model_path,dataset,degradation,level,level_order,run,imgsz,device,elapsed_seconds,precision,recall,mAP50,mAP50_95,fitness,preprocess_ms,inference_ms,postprocess_ms,total_ms,fps,python_version,torch_version,cuda_available,gpu_name,device_requested
cpu_int8,/content/drive/MyDrive/yolo_treinos/yolo26n_airplane_fp32/weights/best_int8_openvino_model,original,original,baseline,0,1,640,cpu,60.368613481521606,0.8861158550177131,0.8829669114684049,0.9375183256873152,0.8106194405984933,0.8106194405984933,3.5778127843368894,62.19613654096213,0.19766678553851197,65.97161611083753,15.158033999347856,3.12.13,2.11.0+cu128,True,Tesla T4,cpu
cpu_int8,/content/drive/MyDrive/yolo_treinos/yolo26n_airplane_fp32/weights/best_int8_openvino_model,original,original,baseline,0,2,640,cpu,60.18165683746338,0.8861158550177131,0.8829669114684049,0.9375183256873152,0.8106194405984933,0.8106194405984933,3.389318269883992,62.371947819278226,0.19319439999605262,65.95446048915828,15.16197680313649,3.12.13,2.11.0+cu128,True,Tesla T4,cpu
cpu_int8,/content/drive/MyDrive/yolo_treinos/yolo26n_airplane_fp32/weights/best_int8_openvino_model,original,original,baseline,0,3,640,cpu,61.968950033187866,0.8861158550177131,0.8829669114684049,0.9375183256873152,0.8106194405984933,0.8106194405984933,3.4116788662631516,63.740467571079016,0.1977146614480952,67.34986109879026,14.847840569903745,3.12.13,2.11.0+cu128,True,Tesla T4,cpu
cpu_int8,/content/drive/MyDrive/yolo_treinos/yolo26n_airplane_fp32/weights/best_int8_openvino_model,motion_blur_light,motion_blur,light,1,1,640,cpu,61.25183415412903,0.8554559725472815,0.8466160774728351,0.9138390369805568,0.7792668464347121,0.7792668464347121,2.823422363845917,61.99228953855325,0.19240644457502376,65.0081183469742,15.382694122334106,3.12.13,2.11.0+cu128,True,Tesla T4,cpu
cpu_int8,/content/drive/MyDrive/yolo_treinos/yolo26n_airplane_fp32/weights/best_int8_openvino_model,motion_blur_light,motion_blur,light,1,2,640,cpu,60.293726682662964,0.8554559725472815,0.8466160774728351,0.9138390369805568,0.7792668464347121,0.7792668464347121,3.2559348192784543,62.35827147952231,0.19262986384859118,65.80683616264936,15.195989631356566,3.12.13,2.11.0+cu128,True,Tesla T4,cpu
cpu_int8,/content/drive/MyDrive/yolo_treinos/yolo26n_airplane_fp32/weights/best_int8_openvino_model,motion_blur_light,motion_blur,light,1,3,640,cpu,61.55682325363159,0.8554559725472815,0.8466160774728351,0.9138390369805568,0.7792668464347121,0.7792668464347121,3.3634542252991513,63.5377552445712,0.19230580121091473,67.09351527108127,14.904570075955183,3.12.13,2.11.0+cu128,True,Tesla T4,cpu
cpu_int8,/content/drive/MyDrive/yolo_treinos/yolo26n_airplane_fp32/weights/best_int8_openvino_model,motion_blur_medium,motion_blur,medium,2,1,640,cpu,62.948346853256226,0.7588249804831326,0.7149502064942947,0.7787717652837904,0.6254110464216518,0.6254110464216518,3.2019614903655484,63.81637453132169,0.19470142891947603,67.21303745060672,14.878065892125118,3.12.13,2.11.0+cu128,True,Tesla T4,cpu
cpu_int8,/content/drive/MyDrive/yolo_treinos/yolo26n_airplane_fp32/weights/best_int8_openvino_model,motion_blur_medium,motion_blur,medium,2,2,640,cpu,61.92353343963623,0.7588249804831326,0.7149502064942947,0.7787717652837904,0.6254110464216518,0.6254110464216518,3.082908084335546,63.685522760244226,0.19130503856213618,66.9597358831419,14.934348034842902,3.12.13,2.11.0+cu128,True,Tesla T4,cpu
cpu_int8,/content/drive/MyDrive/yolo_treinos/yolo26n_airplane_fp32/weights/best_int8_openvino_model,motion_blur_medium,motion_blur,medium,2,3,640,cpu,64.00447082519531,0.7588249804831326,0.7149502064942947,0.7787717652837904,0.6254110464216518,0.6254110464216518,3.4208320012057594,66.0140007686731,0.201378977107449,69.6362117469863,14.360344638409739,3.12.13,2.11.0+cu128,True,Tesla T4,cpu
cpu_int8,/content/drive/MyDrive/yolo_treinos/yolo26n_airplane_fp32/weights/best_int8_openvino_model,motion_blur_heavy,motion_blur,heavy,3,1,640,cpu,63.34791970252991,0.6299930781790891,0.5236990023280943,0.5807748643741676,0.406901522958356,0.406901522958356,3.1144974735015927,64.71123215180988,0.19019693012995115,68.01592655544142,14.702438835187753,3.12.13,2.11.0+cu128,True,Tesla T4,cpu
