scenario,model_path,dataset,degradation,level,level_order,run,imgsz,device,elapsed_seconds,precision,recall,mAP50,mAP50_95,fitness,preprocess_ms,inference_ms,postprocess_ms,total_ms,fps,python_version,torch_version,cuda_available,gpu_name,device_requested
cpu_int8,/content/drive/MyDrive/yolo_treinos/yolo26n_airplane_fp32/weights/best.engine,original,original,baseline,0,1,640,cpu,7.9194254875183105,0.8963520100241514,0.8660765626746049,0.9354507011789542,0.8041578216112298,0.8041578216112298,1.1139281638258898,3.331245740935037,0.2981121217024075,4.743286026463334,210.82430922800899,3.12.13,2.11.0+cu128,True,Tesla T4,cpu
cpu_int8,/content/drive/MyDrive/yolo_treinos/yolo26n_airplane_fp32/weights/best.engine,original,original,baseline,0,2,640,cpu,9.623297214508057,0.8963520100241514,0.8660765626746049,0.9354507011789542,0.8041578216112298,0.8041578216112298,1.253191286763555,4.189332919293476,0.3370381445877804,5.779562350644812,173.02348159431696,3.12.13,2.11.0+cu128,True,Tesla T4,cpu
cpu_int8,/content/drive/MyDrive/yolo_treinos/yolo26n_airplane_fp32/weights/best.engine,original,original,baseline,0,3,640,cpu,8.807447671890259,0.8963520100241514,0.8660765626746049,0.9354507011789542,0.8041578216112298,0.8041578216112298,1.2182246686586358,3.698993178317411,0.3291073975779877,5.2463252445540345,190.60960832309308,3.12.13,2.11.0+cu128,True,Tesla T4,cpu
cpu_int8,/content/drive/MyDrive/yolo_treinos/yolo26n_airplane_fp32/weights/best.engine,motion_blur_light,motion_blur,light,1,1,640,cpu,9.109304189682007,0.8526107293020055,0.8344556377524764,0.8972129987083401,0.7578056823174325,0.7578056823174325,1.1780990433706677,3.615107284318824,0.3302919927525828,5.123498320442075,195.1791407855319,3.12.13,2.11.0+cu128,True,Tesla T4,cpu
cpu_int8,/content/drive/MyDrive/yolo_treinos/yolo26n_airplane_fp32/weights/best.engine,motion_blur_light,motion_blur,light,1,2,640,cpu,9.767948627471924,0.8526107293020055,0.8344556377524764,0.8972129987083401,0.7578056823174325,0.7578056823174325,1.2512745373173693,4.304716331348737,0.33508988187558236,5.891080750541688,169.74814000097513,3.12.13,2.11.0+cu128,True,Tesla T4,cpu
cpu_int8,/content/drive/MyDrive/yolo_treinos/yolo26n_airplane_fp32/weights/best.engine,motion_blur_light,motion_blur,light,1,3,640,cpu,8.508018255233765,0.8526107293020055,0.8344556377524764,0.8972129987083401,0.7578056823174325,0.7578056823174325,1.1667195602321185,3.4554348734958014,0.31999790364177194,4.942152337369691,202.3409906729462,3.12.13,2.11.0+cu128,True,Tesla T4,cpu
cpu_int8,/content/drive/MyDrive/yolo_treinos/yolo26n_airplane_fp32/weights/best.engine,motion_blur_medium,motion_blur,medium,2,1,640,cpu,9.51214861869812,0.725789278693295,0.7286047915157121,0.7707737698172715,0.6240064954710411,0.6240064954710411,1.2613535277775654,4.083493655442393,0.32862968074993426,5.673476863969892,176.25876054075803,3.12.13,2.11.0+cu128,True,Tesla T4,cpu
cpu_int8,/content/drive/MyDrive/yolo_treinos/yolo26n_airplane_fp32/weights/best.engine,motion_blur_medium,motion_blur,medium,2,2,640,cpu,9.743237733840942,0.725789278693295,0.7286047915157121,0.7707737698172715,0.6240064954710411,0.6240064954710411,1.303999057811133,4.277113281921585,0.3562860180787232,5.937398357811441,168.42393582777993,3.12.13,2.11.0+cu128,True,Tesla T4,cpu
cpu_int8,/content/drive/MyDrive/yolo_treinos/yolo26n_airplane_fp32/weights/best.engine,motion_blur_medium,motion_blur,medium,2,3,640,cpu,8.069807767868042,0.725789278693295,0.7286047915157121,0.7707737698172715,0.6240064954710411,0.6240064954710411,1.167614981910359,3.4082718469842104,0.3071769952105361,4.883063824105106,204.78945924555163,3.12.13,2.11.0+cu128,True,Tesla T4,cpu
cpu_int8,/content/drive/MyDrive/yolo_treinos/yolo26n_airplane_fp32/weights/best.engine,motion_blur_heavy,motion_blur,heavy,3,1,640,cpu,9.740017175674438,0.6807838867983227,0.49381623750244225,0.5214984470712496,0.372392690642781,0.372392690642781,1.2468100517965588,4.223361703643824,0.3660892397540492,5.836260995194432,171.3425771779909,3.12.13,2.11.0+cu128,True,Tesla T4,cpu
cpu_int8,/content/drive/MyDrive/yolo_treinos/yolo26n_airplane_fp32/weights/best.engine,motion_blur_heavy,motion_blur,heavy,3,2,640,cpu,9.596434593200684,0.6807838867983227,0.49381623750244225,0.5214984470712496,0.372392690642781,0.372392690642781,1.2602602686719508,4.050318887940708,0.3390045204611512,5.649583677073811,177.00419308028512,3.12.13,2.11.0+cu128,True,Tesla T4,cpu
cpu_int8,/content/drive/MyDrive/yolo_treinos/yolo26n_airplane_fp32/weights/best.engine,motion_blur_heavy,motion_blur,heavy,3,3,640,cpu,9.07709002494812,0.6807838867983227,0.49381623750244225,0.5214984470712496,0.372392690642781,0.372392690642781,1.2156008228896142,3.836754749436405,0.32566933497442535,5.3780249073004445,185.94186848085099,3.12.13,2.11.0+cu128,True,Tesla T4,cpu
