scenario,dataset,degradation,level,level_order,imgsz,device,gpu_name,precision_mean,precision_std,precision_min,precision_max,recall_mean,recall_std,recall_min,recall_max,mAP50_mean,mAP50_std,mAP50_min,mAP50_max,mAP50_95_mean,mAP50_95_std,mAP50_95_min,mAP50_95_max,preprocess_ms_mean,preprocess_ms_std,preprocess_ms_min,preprocess_ms_max,inference_ms_mean,inference_ms_std,inference_ms_min,inference_ms_max,postprocess_ms_mean,postprocess_ms_std,postprocess_ms_min,postprocess_ms_max,total_ms_mean,total_ms_std,total_ms_min,total_ms_max,fps_mean,fps_std,fps_min,fps_max,elapsed_seconds_mean,elapsed_seconds_std,elapsed_seconds_min,elapsed_seconds_max,baseline_mAP50,baseline_mAP50_95,drop_mAP50_percent,drop_mAP50_95_percent,cpu_fp32_fps_mean,cpu_fp32_total_ms_mean,speedup_vs_cpu_fp32,latency_reduction_vs_cpu_fp32_percent,scenario_order,degradation_order
gpu_fp32,original,original,baseline,0,640,0,Tesla T4,0.9044731453058054,0.0,0.9044731453058052,0.9044731453058052,0.8792363761584866,0.0,0.8792363761584866,0.8792363761584866,0.9371574842376552,0.0,0.9371574842376552,0.9371574842376552,0.8283588705285577,0.0,0.8283588705285576,0.8283588705285576,0.8481333016144313,0.023101721089670554,0.825031234952288,0.8712346771161205,15.270750864258561,2.4907860815022813,13.109177146993332,17.99461854939565,0.2400616397584504,0.03266923018123204,0.207152456628082,0.2724855096386753,16.358945805631443,2.5454210198067413,14.141360838573702,19.138338736150445,62.08943261485566,9.291299648762315,52.25113912897247,70.71455225668791,19.07081166903178,4.869323198883832,15.374131202697754,24.58810591697693,0.9371574842376552,0.8283588705285577,0.0,0.0,10.273798803882919,97.3445537305448,6.043473675130697,83.19480116893449,0,0
gpu_fp32,motion_blur_light,motion_blur,light,1,640,0,Tesla T4,0.8872827058146427,0.0,0.8872827058146429,0.8872827058146429,0.8422017387161597,0.0,0.8422017387161597,0.8422017387161597,0.9125227639685612,0.0,0.9125227639685612,0.9125227639685612,0.7999964813746092,0.0,0.7999964813746092,0.7999964813746092,0.8108392469854794,0.023768634623988153,0.7933533120457611,0.837902409633109,13.293236165462433,0.5716347854371389,12.891426928914065,13.947658513257831,0.20956220361172542,0.005350770411644507,0.2053684445788995,0.2155884638527658,14.313637616059639,0.599719152306637,13.89805739277053,15.001149386743707,69.9434926251421,2.8659680623865245,66.66155867254312,71.95250183095217,15.762409607569376,0.6377442545830534,15.252789497375488,16.47758173942566,0.9371574842376552,0.8283588705285577,2.6286638781029903,3.4239253254873807,10.536807346800131,94.91308181887729,6.638015702771948,84.91921520009817,0,1
gpu_fp32,motion_blur_medium,motion_blur,medium,2,640,0,Tesla T4,0.7128749316015521,0.0,0.7128749316015521,0.7128749316015521,0.7490970171544395,0.0,0.7490970171544395,0.7490970171544395,0.8185062965305524,0.0,0.8185062965305524,0.8185062965305524,0.6697042789774144,0.0,0.6697042789774144,0.6697042789774144,0.8728253903650494,0.01447841134441674,0.8608911530141579,0.8889317831366804,14.091400926505216,0.9146614897308936,13.320763626502576,15.102174814457436,0.2227965040155794,0.01489848045426411,0.214010301197707,0.2399984578273852,15.187022820885844,0.9434575919069779,14.395665080714442,16.2311050554215,66.01180481152558,4.0125440892053055,61.6100996565222,69.46535602163169,16.780348539352417,1.0386303770410497,15.723509550094604,17.799758434295654,0.9371574842376552,0.8283588705285577,12.660752296463961,19.152881341140144,10.427273058099503,95.92040201003137,6.330687270172728,84.16705674430182,0,1
gpu_fp32,motion_blur_heavy,motion_blur,heavy,3,640,0,Tesla T4,0.532835938445758,0.0,0.532835938445758,0.532835938445758,0.5303276035992376,0.0,0.5303276035992376,0.5303276035992376,0.5327400473667785,0.0,0.5327400473667785,0.5327400473667785,0.3947667442600149,0.0,0.3947667442600149,0.3947667442600149,0.854561952202134,0.010192179337056559,0.8453214963735143,0.8654941530012256,13.412458751007028,0.1348371269429711,13.311834720475582,13.565664663866048,0.21595243012240117,0.003470690679197168,0.2124734602460533,0.2194147819272436,14.482973133331564,0.14412701361265265,14.3771783879533,14.64712786506118,69.05113231591001,0.6837136615634889,68.27277055356156,69.55467707334734,15.954613049825033,0.16502567570852464,15.784056901931764,16.113487482070923,0.9371574842376552,0.8283588705285577,43.15362611651724,52.3435121775031,10.465603560148061,95.55230161727472,6.597912095471455,84.84288406642293,0,1
gpu_fp32,gaussian_blur_light,gaussian_blur,light,1,640,0,Tesla T4,0.9162673205916981,0.0,0.9162673205916982,0.9162673205916982,0.8610564209559669,0.0,0.8610564209559668,0.8610564209559668,0.9204630761720963,0.0,0.9204630761720962,0.9204630761720962,0.81136525850428,0.0,0.8113652585042799,0.8113652585042799,0.8310672108377894,0.01658305435770404,0.8130726867366102,0.8457341746979653,13.998211466668797,0.943256002869764,13.171197525304914,15.025532613255937,0.2210451646602728,0.014123214055378433,0.2095030674809095,0.236793696388534,15.050323842166861,0.972872424618062,14.193773279522434,16.108060484342435,66.62604237938858,4.2322731316094115,62.08072045495688,70.4534291415458,16.593205134073894,1.3481716931173544,15.48842477798462,18.09541749954224,0.9371574842376552,0.8283588705285577,1.7813876905800097,2.051479452792542,10.099975337969846,99.06564576586976,6.596653966957191,84.80772650719246,0,2
gpu_fp32,gaussian_blur_medium,gaussian_blur,medium,2,640,0,Tesla T4,0.871070598603595,0.0,0.871070598603595,0.871070598603595,0.8506195239850256,0.0,0.8506195239850256,0.8506195239850256,0.8932879919400379,0.0,0.8932879919400379,0.8932879919400379,0.7813661843465907,0.0,0.7813661843465907,0.7813661843465907,0.8587391558157687,0.012309805126201011,0.8510357987907776,0.8729361240851625,13.59812631565886,0.08010324935059357,13.517945633731804,13.678151907226429,0.21378073855132865,0.0033388770464099354,0.2099254903578732,0.2157382951752945,14.670646210025957,0.09400636250876712,14.578906922880456,14.766766461432407,68.165188344145,0.43660164084188036,67.71963263669018,68.59224805328705,16.113390286763508,0.2604894856301423,15.858587980270386,16.37921690940857,0.9371574842376552,0.8283588705285577,4.681122760632229,5.672986413724531,10.189511029375018,98.1869348859516,6.68974086662586,85.05845382884539,0,2
gpu_fp32,gaussian_blur_heavy,gaussian_blur,heavy,3,640,0,Tesla T4,0.793932176511833,0.0,0.793932176511833,0.793932176511833,0.8654324608623628,0.0,0.8654324608623628,0.8654324608623628,0.883996715170952,0.0,0.883996715170952,0.883996715170952,0.7508885187820606,0.0,0.7508885187820606,0.7508885187820606,0.8560321192791788,0.015049699637562149,0.8470476566350066,0.873406626503738,13.678570642576299,0.1918977844369483,13.486345326512502,13.870139209644462,0.21494605341860115,0.004043060791994885,0.212237384346144,0.2195933614530076,14.749548815274077,0.1825876725374902,14.571989337362384,14.936780227732475,67.8056048410245,0.8386199915272705,66.94883266363811,68.62481002755152,16.25688099861145,0.12716445419164824,16.12335729598999,16.376551866531372,0.9371574842376552,0.8283588705285577,5.672554502400161,9.352269228078036,10.427686171055555,95.90044595903659,6.502459292382099,84.61993719865049,0,2
gpu_fp32,jpeg_compression_light,jpeg_compression,light,1,640,0,Tesla T4,0.9049062933986237,0.0,0.9049062933986238,0.9049062933986238,0.8811445644542855,0.0,0.8811445644542855,0.8811445644542855,0.9380198224967976,0.0,0.9380198224967976,0.9380198224967976,0.8258918935781455,0.0,0.8258918935781455,0.8258918935781455,0.8522365915679808,0.006263258391603079,0.8477018843425769,0.8593830566228298,13.42016877309519,0.15020246140806898,13.286090532524378,13.582486686756242,0.213174393578935,0.0043483918260174585,0.208455473495567,0.2170195710929754,14.485579758242105,0.15793670441566593,14.349763502411175,14.658889314472049,69.0396232949659,0.7500228722130041,68.21799241043084,69.68755964737474,15.941879192988077,0.43970656082856535,15.64249300956726,16.44670295715332,0.9371574842376552,0.8283588705285577,-0.09201636583459334,0.29781499760340335,9.989141990029484,100.11518811566584,6.911466807046771,85.53108671033358,0,3
gpu_fp32,jpeg_compression_medium,jpeg_compression,medium,2,640,0,Tesla T4,0.8817276364506222,0.0,0.8817276364506224,0.8817276364506224,0.8813509012038131,0.0,0.8813509012038131,0.8813509012038131,0.9250235472359404,0.0,0.9250235472359404,0.9250235472359404,0.8164347226675086,0.0,0.8164347226675086,0.8164347226675086,0.8906139068216704,0.014207955622435068,0.8776172783112647,0.9057829614426648,14.282345029722046,0.426451666270053,13.872852656630084,14.72394142409808,0.22830529236758942,0.010815100776227663,0.2170224349367388,0.2385823710855801,15.401264228911307,0.43713883102762496,14.967492369878087,15.84169397588961,64.96461227444962,1.8434576003478684,63.124562406139006,66.81145881273264,16.95938769976298,0.29003486668333367,16.70777726173401,17.276607036590576,0.9371574842376552,0.8283588705285577,1.2947596541455746,1.4394905741083666,10.110514896104759,98.94876418675778,6.425450428788578,84.43511209514182,0,3
gpu_fp32,jpeg_compression_heavy,jpeg_compression,heavy,3,640,0,Tesla T4,0.9299067556010554,0.0,0.9299067556010554,0.9299067556010554,0.8467336699055298,0.0,0.8467336699055298,0.8467336699055298,0.9173886107696748,0.0,0.9173886107696748,0.9173886107696748,0.7898583447417037,0.0,0.7898583447417037,0.7898583447417037,0.9032271574302929,0.01027238674189901,0.8913748168695923,0.9095576132533252,14.524416258236634,0.24348695505721102,14.243338919280188,14.670659700006954,0.22727244537842728,0.0018325364643627985,0.2255415048184439,0.2291919903600282,15.654915861045353,0.25526269061383444,15.360255240968224,15.808600732534943,63.889130351993764,1.051623361391842,63.25670544274969,65.10308483239537,17.303341786066692,0.5809666100575691,16.759677410125732,17.91553258895874,0.9371574842376552,0.8283588705285577,2.109450524642791,4.647807509115909,10.232045644846588,97.74566249718235,6.244023196297193,83.98403012359078,0,3
