scenario,model_path,dataset,degradation,level,level_order,run,imgsz,device,elapsed_seconds,precision,recall,mAP50,mAP50_95,fitness,preprocess_ms,inference_ms,postprocess_ms,total_ms,fps,python_version,torch_version,cuda_available,gpu_name,device_requested
gpu_fp32,/content/drive/MyDrive/yolo_treinos/yolo26n_airplane_fp32/weights/best.pt,original,original,baseline,0,1,640,0,24.58810591697693,0.9044731453058052,0.8792363761584866,0.9371574842376552,0.8283588705285576,0.8283588705285576,0.8712346771161205,17.99461854939565,0.2724855096386753,19.138338736150445,52.25113912897247,3.12.13,2.11.0+cu128,True,Tesla T4,0
gpu_fp32,/content/drive/MyDrive/yolo_treinos/yolo26n_airplane_fp32/weights/best.pt,original,original,baseline,0,2,640,0,15.374131202697754,0.9044731453058052,0.8792363761584866,0.9371574842376552,0.8283588705285576,0.8283588705285576,0.825031234952288,13.109177146993332,0.207152456628082,14.141360838573702,70.71455225668791,3.12.13,2.11.0+cu128,True,Tesla T4,0
gpu_fp32,/content/drive/MyDrive/yolo_treinos/yolo26n_airplane_fp32/weights/best.pt,original,original,baseline,0,3,640,0,17.250197887420654,0.9044731453058052,0.8792363761584866,0.9371574842376552,0.8283588705285576,0.8283588705285576,0.8481339927748852,14.708456896386704,0.2405469530085939,15.797137842170184,63.30260645890659,3.12.13,2.11.0+cu128,True,Tesla T4,0
gpu_fp32,/content/drive/MyDrive/yolo_treinos/yolo26n_airplane_fp32/weights/best.pt,motion_blur_light,motion_blur,light,1,1,640,0,15.556857585906982,0.8872827058146429,0.8422017387161597,0.9125227639685612,0.7999964813746092,0.7999964813746092,0.8012620192775683,12.891426928914065,0.2053684445788995,13.89805739277053,71.95250183095217,3.12.13,2.11.0+cu128,True,Tesla T4,0
gpu_fp32,/content/drive/MyDrive/yolo_treinos/yolo26n_airplane_fp32/weights/best.pt,motion_blur_light,motion_blur,light,1,2,640,0,15.252789497375488,0.8872827058146429,0.8422017387161597,0.9125227639685612,0.7999964813746092,0.7999964813746092,0.7933533120457611,13.040623054215406,0.207729702403511,14.04170606866468,71.21641737193099,3.12.13,2.11.0+cu128,True,Tesla T4,0
gpu_fp32,/content/drive/MyDrive/yolo_treinos/yolo26n_airplane_fp32/weights/best.pt,motion_blur_light,motion_blur,light,1,3,640,0,16.47758173942566,0.8872827058146429,0.8422017387161597,0.9125227639685612,0.7999964813746092,0.7999964813746092,0.837902409633109,13.947658513257831,0.2155884638527658,15.001149386743707,66.66155867254312,3.12.13,2.11.0+cu128,True,Tesla T4,0
gpu_fp32,/content/drive/MyDrive/yolo_treinos/yolo26n_airplane_fp32/weights/best.pt,motion_blur_medium,motion_blur,medium,2,1,640,0,16.817777633666992,0.7128749316015521,0.7490970171544395,0.8185062965305524,0.6697042789774144,0.6697042789774144,0.8686532349443096,13.851264338555634,0.214380753021646,14.934298326521589,66.95995875642282,3.12.13,2.11.0+cu128,True,Tesla T4,0
gpu_fp32,/content/drive/MyDrive/yolo_treinos/yolo26n_airplane_fp32/weights/best.pt,motion_blur_medium,motion_blur,medium,2,2,640,0,17.799758434295654,0.7128749316015521,0.7490970171544395,0.8185062965305524,0.6697042789774144,0.6697042789774144,0.8889317831366804,15.102174814457436,0.2399984578273852,16.2311050554215,61.6100996565222,3.12.13,2.11.0+cu128,True,Tesla T4,0
gpu_fp32,/content/drive/MyDrive/yolo_treinos/yolo26n_airplane_fp32/weights/best.pt,motion_blur_medium,motion_blur,medium,2,3,640,0,15.723509550094604,0.7128749316015521,0.7490970171544395,0.8185062965305524,0.6697042789774144,0.6697042789774144,0.8608911530141579,13.320763626502576,0.214010301197707,14.395665080714442,69.46535602163169,3.12.13,2.11.0+cu128,True,Tesla T4,0
gpu_fp32,/content/drive/MyDrive/yolo_treinos/yolo26n_airplane_fp32/weights/best.pt,motion_blur_heavy,motion_blur,heavy,3,1,640,0,16.113487482070923,0.532835938445758,0.5303276035992376,0.5327400473667785,0.3947667442600149,0.3947667442600149,0.8453214963735143,13.359876868679454,0.2194147819272436,14.424613146980212,69.32594932082111,3.12.13,2.11.0+cu128,True,Tesla T4,0
