scenario,degradation,level,level_order,dataset,precision_mean,precision_std,recall_mean,recall_std,mAP50_mean,mAP50_std,mAP50_95_mean,mAP50_95_std,preprocess_ms_mean,preprocess_ms_std,inference_ms_mean,inference_ms_std,postprocess_ms_mean,postprocess_ms_std,total_ms_mean,total_ms_std,fps_mean,fps_std,elapsed_seconds_mean,elapsed_seconds_std,drop_mAP50_percent,drop_mAP50_95_percent,fps_change_percent
gpu_fp32,combined,light,1,combined_light,0.8856265265926991,0.0,0.853965111925245,0.0,0.9150181576386648,0.0,0.7943607177992057,0.0,0.91012244899729,0.011371549910795507,14.484983349398883,0.13444729287815965,0.22748558112598183,0.004728092882849017,15.622591379522156,0.12780742949795088,64.01273395917491,0.5256258395678884,17.12270387013753,0.0947931506517683,2.362391270555781,4.10427822275369,3.097630729289473
gpu_fp32,combined,medium,2,combined_medium,0.7495953179630424,0.0,0.7107753067688161,0.0,0.8064705678666223,0.0,0.6535012419593519,0.0,0.9066080534114417,0.010729828544061985,14.707176928508138,0.4040033918348972,0.22926501123947673,0.0056398737151610685,15.843049993159056,0.4087129541669535,63.146816736829244,1.608167867472808,17.48966113726298,0.8100910200110367,13.945032565934449,21.108922085621295,1.7030017467426364
gpu_fp32,combined,heavy,3,combined_heavy,0.5413794034141703,0.0,0.2358113499595057,0.0,0.21932619479296497,0.0,0.13012118040868992,0.0,0.8883885040144247,0.018753641988489184,13.980246977113955,0.10940204731377254,0.22028646506178887,0.002383561657031549,15.088921946190169,0.10199385991323015,66.27579830930011,0.44631550319638397,16.53261725107829,0.24469963390093533,76.59665547339898,84.29168986556968,6.742476969330228
gpu_fp32,gaussian_blur,light,1,gaussian_blur_light,0.9162673205916981,0.0,0.8610564209559669,0.0,0.9204630761720963,0.0,0.81136525850428,0.0,0.8310672108377894,0.01658305435770404,13.998211466668797,0.943256002869764,0.22104516466027282,0.014123214055378468,15.050323842166861,0.972872424618062,66.62604237938858,4.2322731316094115,16.593205134073894,1.3481716931173537,1.7813876905800214,2.051479452792542,7.306573072866959
gpu_fp32,gaussian_blur,medium,2,gaussian_blur_medium,0.871070598603595,0.0,0.8506195239850256,0.0,0.8932879919400379,0.0,0.7813661843465907,0.0,0.8587391558157687,0.012309805126201011,13.59812631565886,0.08010324935059224,0.21378073855132873,0.0033388770464098955,14.670646210025957,0.0940063625087682,68.165188344145,0.43660164084188036,16.113390286763508,0.2604894856301423,4.681122760632241,5.672986413724531,9.785490820922133
gpu_fp32,gaussian_blur,heavy,3,gaussian_blur_heavy,0.793932176511833,0.0,0.8654324608623628,0.0,0.883996715170952,0.0,0.7508885187820606,0.0,0.8560321192791788,0.015049699637562149,13.678570642576299,0.1918977844369483,0.21494605341860118,0.004043060791994893,14.749548815274077,0.18258767253748914,67.8056048410245,0.8386199915272705,16.25688099861145,0.12716445419164824,5.672554502400173,9.352269228078036,9.206352813089131
gpu_fp32,jpeg_compression,light,1,jpeg_compression_light,0.9049062933986237,0.0,0.8811445644542855,0.0,0.9380198224967978,0.0,0.8258918935781455,0.0,0.8522365915679808,0.006263258391603079,13.420168773095192,0.1502024614080689,0.21317439357893506,0.004348391826017468,14.485579758242109,0.15793670441566576,69.0396232949659,0.7500228722130041,15.941879192988077,0.43970656082856535,-0.09201636583460518,0.29781499760340335,11.193838286818758
gpu_fp32,jpeg_compression,medium,2,jpeg_compression_medium,0.8817276364506222,0.0,0.8813509012038131,0.0,0.9250235472359404,0.0,0.8164347226675086,0.0,0.8906139068216706,0.01420795562243515,14.282345029722046,0.42645166627005127,0.22830529236758945,0.010815100776227621,15.401264228911307,0.43713883102762324,64.96461227444962,1.8434576003478684,16.95938769976298,0.29003486668333367,1.2947596541455866,1.4394905741083666,4.630706931127663
gpu_fp32,jpeg_compression,heavy,3,jpeg_compression_heavy,0.9299067556010554,0.0,0.8467336699055298,0.0,0.9173886107696747,0.0,0.7898583447417037,0.0,0.9032271574302929,0.010272386741899021,14.524416258236634,0.24348695505721102,0.2272724453784273,0.0018325364643627484,15.654915861045355,0.2552626906138336,63.889130351993764,1.051623361391842,17.303341786066692,0.5809666100575691,2.1094505246428144,4.647807509115909,2.8985572284123333
gpu_fp32,low_light,light,1,low_light_light,0.9027152765462841,0.0,0.8639622693620009,0.0,0.9278105739392583,0.0,0.8127226467328712,0.0,0.9413822835354204,0.015976469945987944,14.98065029960147,0.36322848338182867,0.23395474939747488,0.007309534501416128,16.155987332534362,0.3599699011502306,61.91702339918658,1.3779185226589783,17.77922495206197,0.2525821365488992,0.9973681537634471,1.8876146984107733,-0.2776788390683832
